"","ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","ACCIDENT_TYPE","Accident Type Desc","DAY_OF_WEEK","Day Week Description","ROAD_GEOMETRY","Road Geometry Desc","SPEED_ZONE","SEVERITY","VEHICLE_TYPE","Vehicle Type Desc","LGA_NAME","LGA_NAME_ALL","Lat","Long","POSTCODE_NO","ROAD_NAME","ROAD_TYPE","ROAD_TYPE_INT","DISTANCE_LOCATION","YEAR","sev_desc"
"245373","T20150002072",2015-01-04,11:02:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","SHEPPARTON","SHEPPARTON",-36.39425033,145.3605701,3629,"MCLENNAN","STREET","STREET",30,2015,"Other injury accident"
"245376","T20150002074",2015-01-30,08:00:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","060",3,"13","Bicycle","SHEPPARTON","SHEPPARTON",-36.35423341,145.4022719,3630,"NUMURKAH","ROAD","STREET",0,2015,"Other injury accident"
"245388","T20150002087",2015-01-30,08:28:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.80381344,144.9970336,3067,"HARPER","STREET","STREET",0,2015,"Other injury accident"
"245390","T20150002088",2015-01-30,08:17:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81983896,144.9685336,3006,"ST KILDA","ROAD","ROAD",21,2015,"Other injury accident"
"245391","T20150002088",2015-01-30,08:17:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81983896,144.9685336,3004,"ST KILDA","ROAD","ROAD",21,2015,"Other injury accident"
"245400","T20150002094",2015-01-30,07:40:00,8,"No collision and no object struck",6,"Friday",5,"Not at intersection","080",2,"13","Bicycle","SURF COAST","SURF COAST",-38.49732754,144.0084382,3232,"GREAT OCEAN","ROAD","ROAD",752,2015,"Serious injury accident"
"245438","T20150002126",2015-01-30,09:45:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","999",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.8215627,145.0263843,3122,"BURWOOD","ROAD","STREET",0,2015,"Other injury accident"
"245489","T20150002176",2015-01-31,19:00:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","999",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.86560993,144.8224392,3018,"HANCOCK","STREET","STREET",68,2015,"Other injury accident"
"245495","T20150002184",2015-01-31,16:45:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86065001,144.9758922,3182,"FITZROY","STREET","STREET",0,2015,"Other injury accident"
"245502","T20150002199",2015-01-29,18:10:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.85468272,145.0828705,3146,"BATH","ROAD","PARADE",0,2015,"Other injury accident"
"245533","T20150002219",2015-02-01,11:26:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80097755,144.9499905,3051,"ARDEN","STREET","STREET",0,2015,"Other injury accident"
"245544","T20150002228",2015-01-31,17:43:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",2,"13","Bicycle","GEELONG","GEELONG",-38.09935992,144.3402393,3214,"NAREBAR","STREET","AVENUE",17,2015,"Serious injury accident"
"245546","T20150002229",2015-02-01,15:45:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","080",2,"13","Bicycle","WYNDHAM","WYNDHAM",-37.922481,144.633492,3030,"PRINCES","HIGHWAY","ROAD",293,2015,"Serious injury accident"
"245638","T20150002327",2015-02-03,07:53:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.83332178,144.9551088,3205,"FERRARS","STREET","STREET",0,2015,"Other injury accident"
"245675","T20150002353",2015-02-01,10:00:00,3,"Struck animal",1,"Sunday",5,"Not at intersection","100",3,"13","Bicycle","ALPINE","ALPINE",-36.65796968,146.6933801,3737,"JURISICHS","ROAD","ROAD",78,2015,"Other injury accident"
"245681","T20150002358",2015-02-03,15:50:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","070",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.93460273,145.0483324,3204,"SOUTH","ROAD","ROAD",0,2015,"Other injury accident"
"245729","T20150002381",2015-02-03,17:14:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","BRIMBANK","BRIMBANK,MARIBYRNONG",-37.77311327,144.8482152,3019,"BURKE","STREET","STREET",0,2015,"Other injury accident"
"245730","T20150002381",2015-02-03,17:14:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","060",3,"13","Bicycle","BRIMBANK","BRIMBANK,MARIBYRNONG",-37.77311327,144.8482152,3020,"BURKE","STREET","STREET",0,2015,"Other injury accident"
"245750","T20150002398",2015-01-24,10:00:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","KNOX","KNOX",-37.84998599,145.307017,3154,"MOUNTAIN","HIGHWAY","ROAD",0,2015,"Other injury accident"
"245751","T20150002398",2015-01-24,10:00:00,1,"Collision with vehicle",7,"Saturday",1,"Cross intersection","060",3,"13","Bicycle","KNOX","KNOX",-37.84998599,145.307017,3155,"MOUNTAIN","HIGHWAY","ROAD",0,2015,"Other injury accident"
"245757","T20150002409",2015-02-04,08:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87896405,145.0147028,3161,"GLEN EIRA","ROAD","STREET",0,2015,"Other injury accident"
"245758","T20150002409",2015-02-04,08:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87896405,145.0147028,3185,"GLEN EIRA","ROAD","STREET",0,2015,"Other injury accident"
"245764","T20150002420",2015-02-04,06:30:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80959426,144.9638262,3000,"LA TROBE","STREET","STREET",0,2015,"Other injury accident"
"245765","T20150002420",2015-02-04,06:30:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80959426,144.9638262,3000,"LA TROBE","STREET","STREET",0,2015,"Other injury accident"
"245769","T20150002422",2015-02-04,08:30:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85789109,145.0389859,3144,"HIGH","STREET","STREET",0,2015,"Other injury accident"
"245781","T20150002429",2015-02-04,08:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,PORT PHILLIP",-37.83073018,144.9713659,3004,"ST KILDA","ROAD","STREET",93,2015,"Serious injury accident"
"245782","T20150002429",2015-02-04,08:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,PORT PHILLIP",-37.83073018,144.9713659,3004,"ST KILDA","ROAD","STREET",93,2015,"Serious injury accident"
"245783","T20150002429",2015-02-04,08:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE,PORT PHILLIP",-37.83073018,144.9713659,3004,"ST KILDA","ROAD","STREET",93,2015,"Serious injury accident"
"245790","T20150002439",2015-02-04,12:10:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","080",2,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.84807017,145.1705022,3131,"SPRINGVALE","ROAD","ROAD",55,2015,"Serious injury accident"
"245791","T20150002439",2015-02-04,12:10:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","080",2,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.84807017,145.1705022,3133,"SPRINGVALE","ROAD","ROAD",55,2015,"Serious injury accident"
"245809","T20150002459",2015-01-29,09:30:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","BOROONDARA","BOROONDARA",-37.82839074,145.0311407,3122,"RIVERSDALE","ROAD","ROAD",0,2015,"Other injury accident"
"245823","T20150002468",2015-02-04,17:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","DAREBIN","YARRA,DAREBIN",-37.78394091,145.0085099,3070,"HEIDELBERG","ROAD","ROAD",14,2015,"Other injury accident"
"245824","T20150002468",2015-02-04,17:00:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","DAREBIN","YARRA,DAREBIN",-37.78394091,145.0085099,3078,"HEIDELBERG","ROAD","ROAD",14,2015,"Other injury accident"
"245827","T20150002470",2015-02-04,17:40:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.80472977,144.9796578,3065,"NAPIER","STREET","STREET",107,2015,"Other injury accident"
"245841","T20150002486",2015-02-04,18:50:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81136014,144.9674395,3000,"RUSSELL","STREET","PLACE",17,2015,"Other injury accident"
"245900","T20150002533",2015-02-03,10:30:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84702092,144.9952798,3181,"MALVERN","ROAD","STREET",25,2015,"Other injury accident"
"245901","T20150002533",2015-02-03,10:30:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.84702092,144.9952798,3141,"MALVERN","ROAD","STREET",25,2015,"Other injury accident"
"245934","T20150002555",2015-02-05,20:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",2,"13","Bicycle","BAYSIDE","BAYSIDE",-37.92745249,144.9885781,3186,"BEACH ROAD -ESPLANADE",NA,"ROAD",19,2015,"Serious injury accident"
"245947","T20150002577",2015-02-06,07:15:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","080",3,"13","Bicycle","BALLARAT","BALLARAT",-37.52485415,143.8095725,3355,"LEARMONTH","ROAD","ROAD",0,2015,"Other injury accident"
"245958","T20150002589",2015-02-06,10:00:00,8,"No collision and no object struck",6,"Friday",5,"Not at intersection","050",3,"13","Bicycle","MORNINGTON PENINSULA","MORNINGTON PENINSULA",-38.32034177,144.7143596,3944,"POINT NEPEAN","ROAD","COURT",42,2015,"Other injury accident"
"245962","T20150002590",2015-02-06,09:00:00,1,"Collision with vehicle",6,"Friday",2,"T intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3031,"MT ALEXANDER","ROAD","STREET",0,2015,"Other injury accident"
"245963","T20150002590",2015-02-06,09:00:00,1,"Collision with vehicle",6,"Friday",2,"T intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3032,"MT ALEXANDER","ROAD","STREET",0,2015,"Other injury accident"
"245983","T20150002607",2015-02-06,13:35:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","080",3,"13","Bicycle","DANDENONG","DANDENONG,KINGSTON",-37.99078203,145.1447084,3173,"CHELTENHAM ROAD -LOWER DANDENONG","ROAD","ROAD",0,2015,"Other injury accident"
"245984","T20150002607",2015-02-06,13:35:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","080",3,"13","Bicycle","DANDENONG","DANDENONG,KINGSTON",-37.99078203,145.1447084,3172,"CHELTENHAM ROAD -LOWER DANDENONG","ROAD","ROAD",0,2015,"Other injury accident"
"245987","T20150002610",2015-02-05,19:00:00,1,"Collision with vehicle",4,"Thursday",2,"T intersection","050",3,"13","Bicycle","MORELAND","MORELAND",-37.77189077,144.9413999,3055,"UNION","STREET","STREET",7,2015,"Other injury accident"
"246002","T20150002624",2015-01-15,22:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","YARRA","YARRA",-37.78198256,144.9716138,3054,"DRUMMOND","STREET","STREET",0,2015,"Other injury accident"
"246018","T20150002635",2015-02-06,17:10:00,1,"Collision with vehicle",5,"Friday",1,"Cross intersection","050",3,"13","Bicycle","GEELONG","GEELONG",-38.15074652,144.3648099,3220,"RYRIE","STREET","STREET",0,2015,"Other injury accident"
"246023","T20150002637",2015-02-04,18:44:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","888",3,"13","Bicycle","BRIMBANK","BRIMBANK",-37.80193003,144.81588,3020,"BENNETT","STREET","COURT",22,2015,"Other injury accident"
"246025","T20150002638",2015-02-06,08:30:00,1,"Collision with vehicle",6,"Friday",4,"Multiple intersection","040",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.85125465,144.9887537,3181,"HIGH","STREET","STREET",0,2015,"Other injury accident"
"246034","T20150002646",2015-01-29,10:15:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.84529582,145.12881,3128,"ANDREWS","STREET","ROAD",0,2015,"Other injury accident"
"246035","T20150002646",2015-01-29,10:15:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.84529582,145.12881,3125,"ANDREWS","STREET","ROAD",0,2015,"Other injury accident"
"246068","T20150002687",2015-02-07,13:25:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","050",3,"13","Bicycle","BASS COAST","BASS COAST",-38.60381995,145.5882004,3995,"BIGGS","DRIVE","ROAD",81,2015,"Other injury accident"
"246082","T20150002700",2015-02-06,08:45:00,1,"Collision with vehicle",6,"Friday",2,"T intersection","060",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.81215517,145.1790341,3131,"SPRINGFIELD","ROAD","STREET",0,2015,"Other injury accident"
"246085","T20150002705",2015-02-06,17:38:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","050",2,"13","Bicycle","KNOX","KNOX",-37.88903723,145.21693,3179,"GEORGE","STREET","PLACE",50,2015,"Serious injury accident"
"246115","T20150002745",2015-02-08,12:55:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","MORNINGTON PENINSULA","MORNINGTON PENINSULA",-38.33139953,144.9675596,3936,"POINT NEPEAN","ROAD","ROAD",65,2015,"Other injury accident"
"246143","T20150002769",2015-02-08,09:20:00,8,"No collision and no object struck",1,"Sunday",2,"T intersection","060",2,"13","Bicycle","DAREBIN","DAREBIN",-37.77342186,144.99056,3070,"ST GEORGES","ROAD","GROVE",0,2015,"Serious injury accident"
"246173","T20150002793",2015-02-09,06:00:00,1,"Collision with vehicle",1,"Monday",2,"T intersection","060",3,"13","Bicycle","CARDINIA","CARDINIA",-38.07081056,145.492859,3810,"PRINCES","HIGHWAY","ROAD",0,2015,"Other injury accident"
"246254","T20150002868",2015-02-10,08:09:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.78928337,144.9410394,3051,"RACECOURSE","ROAD","STREET",52,2015,"Other injury accident"
"246274","T20150002883",2015-02-10,09:04:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","060",2,"13","Bicycle","YARRA","YARRA",-37.77906526,144.987487,3068,"ST GEORGES","ROAD","STREET",0,2015,"Serious injury accident"
"246305","T20150002912",2015-01-19,17:30:00,1,"Collision with vehicle",2,"Monday",5,"Not at intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81435534,144.9627879,3000,"BOURKE","STREET","STREET",35,2015,"Serious injury accident"
"246331","T20150002932",2015-02-10,19:50:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","050",2,"13","Bicycle","BANYULE","BANYULE",-37.69528207,145.1050353,3088,"PLENTY RIVER","DRIVE","COURT",0,2015,"Serious injury accident"
"246342","T20150002943",2015-02-11,06:35:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.82567034,144.9977899,3121,"SWAN","STREET","STREET",12,2015,"Other injury accident"
"246352","T20150002951",2015-02-11,08:50:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.82158742,144.973731,3004,"ALEXANDRA","AVENUE","AVENUE",14,2015,"Serious injury accident"
"246355","T20150002953",2015-02-05,17:20:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","999",3,"13","Bicycle","CASEY","CASEY",-38.03373982,145.3433284,3806,"CLYDE","ROAD","DRIVE",8,2015,"Other injury accident"
"246359","T20150002956",2015-02-11,08:40:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",2,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3032,"MT ALEXANDER","ROAD","STREET",0,2015,"Serious injury accident"
"246360","T20150002956",2015-02-11,08:40:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",2,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.78255061,144.9339627,3031,"MT ALEXANDER","ROAD","STREET",0,2015,"Serious injury accident"
"246369","T20150002964",2015-02-11,08:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","060",3,"13","Bicycle","MITCHELL","MITCHELL",-37.0350934,145.1539416,3660,"ANZAC","AVENUE","AVENUE",0,2015,"Other injury accident"
"246395","T20150002998",2015-02-11,16:50:00,8,"No collision and no object struck",4,"Wednesday",4,"Multiple intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8081584,144.9687433,3000,"EXHIBITION","STREET","STREET",0,2015,"Other injury accident"
"246396","T20150002998",2015-02-11,16:50:00,8,"No collision and no object struck",4,"Wednesday",4,"Multiple intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.8081584,144.9687433,3000,"EXHIBITION","STREET","STREET",0,2015,"Other injury accident"
"246416","T20150003012",2015-02-11,16:45:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","070",3,"13","Bicycle","GEELONG","GEELONG",-38.16180037,144.3781194,3219,"ORMOND","ROAD","STREET",33,2015,"Other injury accident"
"246429","T20150003028",2015-02-08,16:00:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","BALLARAT","BALLARAT",-37.55585594,143.8232921,3350,"WENDOUREE","PARADE","AVENUE",73,2015,"Other injury accident"
"246459","T20150003061",2015-02-10,18:45:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","050",3,"13","Bicycle","MONASH","MONASH",-37.86969553,145.1865472,3150,"KING ARTHUR","DRIVE","DRIVE",0,2015,"Other injury accident"
"246467","T20150003069",2015-02-12,08:30:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","999",3,"13","Bicycle","MONASH","MONASH",-37.91190995,145.101462,3167,"CLARENDON","AVENUE","COURT",177,2015,"Other injury accident"
"246478","T20150003076",2015-02-10,18:45:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","060",2,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86172537,144.9936409,3183,"ALMA","ROAD","STREET",90,2015,"Serious injury accident"
"246488","T20150003083",2015-02-12,07:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81103836,144.9588938,3000,"LA TROBE","STREET","STREET",0,2015,"Other injury accident"
"246489","T20150003083",2015-02-12,07:30:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81103836,144.9588938,3000,"LA TROBE","STREET","STREET",0,2015,"Other injury accident"
"246490","T20150003085",2015-02-12,17:00:00,1,"Collision with vehicle",4,"Thursday",1,"Cross intersection","050",3,"13","Bicycle","BENDIGO","BENDIGO",-36.76183665,144.2777685,3550,"EDWARD","STREET","STREET",0,2015,"Other injury accident"
"246498","T20150003089",2015-02-12,18:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.83080201,145.139547,3130,"CANTERBURY","ROAD","ROAD",0,2015,"Other injury accident"
"246499","T20150003091",2015-02-12,17:50:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","050",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86065001,144.9758922,3182,"FITZROY","STREET","STREET",0,2015,"Other injury accident"
"246509","T20150003099",2015-02-12,19:50:00,1,"Collision with vehicle",4,"Thursday",5,"Not at intersection","050",3,"13","Bicycle","BRIMBANK","BRIMBANK",-37.79357602,144.8214585,3020,"SANDERS","AVENUE","COURT",73,2015,"Other injury accident"
